,MDS1,MDS2,MDS3,PCA1,PCA2,PCA3,TSN1,TSN2,TSN3,name,color,years
162,-93.5909847636,52.6321372796,3.70230030964,4.59279312714,59.5219474916,9.69127966632,101.870176242,-34.797823435,-31.7656182266,Dwight D. Eisenhower,#530bda,#6ca8d1
163,-104.01883848,41.1349974207,3.64894752032,11.95737811,70.2390095695,11.2982893422,1.60951312926,-17.0192951038,14.5895426787,Dwight D. Eisenhower,#530bda,#6da9d2
164,-32.8075931527,-12.7620403024,48.0374480052,-45.5209395746,19.2914458881,2.51246726402,13.7988416151,20.3587939683,-18.7068434711,Dwight D. Eisenhower,#530bda,#6ea9d2
165,55.9366775542,28.2018025926,82.5179260488,-46.5893807626,33.1586770632,3.34391680969,-2.19170646764,3.67568710308,3.63158556619,Dwight D. Eisenhower,#530bda,#6faad2
166,-45.1869421975,2.85362351402,51.0890478836,-41.112482976,34.0114555877,4.91543761189,-3.16069698659,-14.8485995171,31.2945873042,Dwight D. Eisenhower,#530bda,#71abd3
167,-66.0866357665,-25.7123780823,60.8454682836,-40.1016456032,32.7009360034,3.89209564263,53.1061552764,12.1522427858,9.01913052838,Dwight D. Eisenhower,#530bda,#72acd3
168,-99.2000304105,8.70046589022,39.7209322462,-17.1181068002,59.8246903905,12.227936697,6.41776183881,-25.2971731937,10.6777247745,Dwight D. Eisenhower,#530bda,#73acd4
169,-50.9962325029,-12.7599774082,64.0381624034,-44.4146201188,33.2439708498,3.62839016904,9.40536056852,-11.4336390077,26.119222722,John F. Kennedy,#da180b,#73acd4
170,-33.9141521286,58.4035479581,33.5341802003,-32.3312893579,45.1588770465,3.29730968047,-12.5141919377,1.03899818049,47.6970386499,John F. Kennedy,#da180b,#74add4
171,-59.5275783631,-9.12437139538,82.5367262307,-48.691718411,38.1621770934,3.21738759469,12.2967023849,-3.74851929261,-39.2910607629,John F. Kennedy,#da180b,#75add4
172,-4.53906487746,-17.5319168426,89.4957889709,-66.3098435654,14.9833231,6.09390699737,-9.6146339582,4.10610188583,-6.36673126251,Lyndon B. Johnson,#da180b,#76aed4
173,-37.0325490132,3.60669433143,80.597921531,-53.9217874452,26.8447664463,-11.1364216342,22.7064716547,6.95442919838,-8.45589359208,Lyndon B. Johnson,#da180b,#77afd5
174,-65.327809952,10.4605875581,64.2607183569,-41.330582084,31.8571308889,-7.01313790081,-14.7782463929,-10.4960776235,12.281108746,Lyndon B. Johnson,#da180b,#78b0d5
175,-73.1049823251,38.2820411634,41.2455764969,-26.1468263082,46.9608398718,-8.23654201651,-17.8774254888,-7.12701580183,7.25715598644,Lyndon B. Johnson,#da180b,#79b0d6
176,-18.9221791995,49.8334838607,42.5837732485,-39.6612400298,35.9698734955,8.09089077856,-18.6870003759,-14.5379158603,4.23669983433,Lyndon B. Johnson,#da180b,#7ab1d6
177,23.0599399157,25.8951767387,60.8766307898,-50.1170120326,18.7002745546,2.21763704001,-24.7180959598,-12.5961439833,8.1587324188,Lyndon B. Johnson,#da180b,#7bb1d6
178,-10.4696771442,38.8247323972,67.3631319526,-47.8251353353,32.308444905,-3.75794380364,-7.08704383126,-13.9073301899,14.9895417563,Richard Nixon,#530bda,#7cb2d6
179,31.7343665119,71.5118056674,26.3350927525,-28.9959441009,23.5592374641,-13.3418959826,-7.05231703754,-20.3310516866,9.83269711458,Richard Nixon,#530bda,#7eb3d7
180,-17.5776388724,13.2283083786,74.3574236289,-55.1762759225,27.4996402784,-3.60380077141,14.4799696646,-9.93620323623,12.3263290409,Richard Nixon,#530bda,#7fb4d7
181,12.0158472607,-18.6969607861,84.5216646624,-73.1089040966,1.02101806704,3.11644991359,11.3590230486,24.6285250353,-9.83336270498,Richard Nixon,#530bda,#80b4d8
182,-61.6784039886,36.1881564336,61.1016108344,-36.3214016809,43.9628979115,-4.92778844298,19.1296337475,53.0559140463,51.8408970188,Richard Nixon,#530bda,#80b5d8
183,22.2845679594,43.2558138431,73.5619686836,-47.5013564792,39.9586683886,9.66018062393,19.7989664904,-17.6132205771,10.1832049909,Gerald R. Ford,#530bda,#81b5d8
184,-45.0521693292,42.5788031145,48.3335395008,-37.2593188526,41.724121831,-0.351484849065,1.96900813953,2.09967298837,19.5087899983,Gerald R. Ford,#530bda,#82b6d8
185,-0.392544284112,34.2946125905,43.4570597106,-41.6690071908,28.080866007,3.56616862882,5.2826334647,-5.10930487649,12.6439961251,Gerald R. Ford,#530bda,#83b7d9
186,-26.8087782566,28.4939362589,51.8022064179,-42.556932196,34.9477152734,-4.42058444183,-17.474103088,-8.55401602037,20.8090473647,Jimmy Carter,#da180b,#85b8d9
187,-27.2175037435,-4.13188273444,83.7653481379,-56.4840289229,25.9054082359,-0.390150759516,29.0200442231,10.2215237167,-2.70868418233,Jimmy Carter,#da180b,#86b8da
188,25.2234110875,9.21323700998,99.0502104076,-58.8955806997,21.3927821021,1.77682693078,-26.7427617422,-4.24159842697,17.0040285892,Jimmy Carter,#da180b,#87b9da
189,-269.491404403,484.303266814,-217.456048988,338.242331839,395.443860316,14.5502164324,10.7444111437,-3.80244822236,-5.14438186761,Jimmy Carter,#da180b,#88b9da
190,7.21684112415,61.6594467087,50.7501351094,-40.9579125857,40.9775943416,-1.33261714575,2.79001954214,-4.53767753101,20.7789622447,Ronald Reagan,#530bda,#89badb
191,-31.4079099352,45.1657961671,66.9578244902,-43.8395644212,43.3028255302,-9.25034548914,-3.57135515382,-5.26786108047,16.7760063309,Ronald Reagan,#530bda,#8abbdb
192,-5.8984452385,36.8743477325,89.9063676341,-53.6174796975,31.0297797994,-12.7469094049,-14.4435247642,-0.85940911286,25.9082833783,Ronald Reagan,#530bda,#8bbcdb
193,-19.0468647505,23.456942169,85.2681645301,-55.5014663331,32.2230311732,-6.37694679173,-10.950527228,-3.2495186406,18.7542690832,Ronald Reagan,#530bda,#8cbcdc
194,3.96342325981,9.93886051207,96.8685373881,-66.8169996956,20.6947666329,-6.58141008679,-6.88706549984,-0.68677070058,24.0871399969,Ronald Reagan,#530bda,#8dbddc
195,12.2327313661,19.4752449778,80.6078803055,-59.7342815821,16.9126918473,-6.46870308366,-1.96617659346,-9.68712044996,23.8760574046,Ronald Reagan,#530bda,#8ebddc
196,8.70255835656,47.9396685624,90.8577959341,-52.1990235968,32.6570222275,-10.5763961645,-8.60012952935,-7.7077431015,26.1448199743,Ronald Reagan,#530bda,#8fbedd
197,-8.57353292902,8.80571313141,103.508406451,-66.5510680103,25.1051548234,-8.41879707379,-10.1632830896,4.97720915318,20.3337456286,George H.W. Bush,#530bda,#90bfdd
198,-14.8352900472,2.10608786648,91.945754604,-59.8896551001,21.8930671672,-5.026645402,-40.3645478614,-3.20927316113,24.5132330226,George H.W. Bush,#530bda,#92c0dd
199,-34.8013461441,23.7744779243,91.502410467,-55.4906141537,31.0503801833,-15.0411453623,-2.9278510741,8.80994153541,21.9457792407,George H.W. Bush,#530bda,#93c0de
200,-87.65314976,97.0322525681,55.4441465945,-30.2980356729,61.4500419495,-36.3697138299,-17.4244248755,18.8228820748,13.3295952156,William J. Clinton,#da180b,#94c1de
201,-38.4338683713,143.440080224,26.320880491,-10.3271178977,67.6579684955,-47.5615445757,-15.8351948997,24.7400264627,9.1587203558,William J. Clinton,#da180b,#95c1de
202,-81.6818135139,71.2844075917,68.8135096347,-37.3990436494,51.4894931212,-33.345833931,-7.4823129161,9.72533235524,30.4124087966,William J. Clinton,#da180b,#95c2df
203,-7.92406710428,101.370161818,85.3033954065,-42.916538991,61.3680347081,-33.1943919406,-8.28943449814,29.377589842,-21.0581993739,William J. Clinton,#da180b,#96c3df
204,-13.0389532785,114.578341089,56.2044822129,-35.7487525079,64.3880146119,-31.2098261897,-32.402143533,56.4403504123,-71.4035921606,William J. Clinton,#da180b,#97c3df
205,8.47389438144,128.873149807,53.5115019032,-33.0216407178,68.9485079408,-27.3062133864,2.39789557785,22.6695065476,-14.3057038348,William J. Clinton,#da180b,#99c4e0
206,-46.2537275338,121.33777013,68.5983880389,-36.4047555877,75.1158066254,-34.4348709918,-1.43740285223,25.3887775402,-8.42055253588,William J. Clinton,#da180b,#9ac5e0
207,-51.9571825713,23.7938244247,134.945604324,-55.6247889541,38.6523268017,-15.0505328722,-69.2272563216,14.1331458999,-6.604810921,George W. Bush,#530bda,#9bc5e0
208,35.1711419525,-0.66767213055,99.8482431116,-71.8420405952,6.25460318368,-4.22982862138,9.93681521476,26.1650195532,7.35012663069,George W. Bush,#530bda,#9bc5e0
209,60.0416782308,37.7067773588,109.895647156,-63.8598236194,24.0550200319,-12.849227819,14.8332892628,11.4784455937,-29.4751665909,George W. Bush,#530bda,#9cc6e1
210,38.0219238131,67.2516454127,60.2650730878,-44.5469138086,34.5624739472,-9.05228282875,32.2989649113,5.5730683678,-12.6081586166,George W. Bush,#530bda,#9dc7e1
211,60.7067192539,74.9062796722,85.982847278,-51.323444998,38.308513511,-21.8538489766,29.0012061039,10.1956113641,20.9120982073,George W. Bush,#530bda,#9ec7e1
212,66.2534099251,58.0637278636,88.9611876966,-52.8557758415,35.0499719726,-15.9990496671,10.6662159134,19.2531466913,-29.5885986226,George W. Bush,#530bda,#9fc8e2
213,45.2359230076,70.40849943,91.4148587775,-51.1570542083,38.4811884835,-21.2255878042,-17.5978958516,12.6599184596,20.9905060513,George W. Bush,#530bda,#a0c9e2
214,68.6695162237,63.3105881245,70.4624073968,-48.3950005809,29.5368530749,-19.5874063363,-9.10559816319,-31.3964616496,-44.9181889432,George W. Bush,#530bda,#a1c9e2
215,59.0544278154,94.2737626201,68.8977356253,-42.9891607292,46.7870450375,-21.0932872767,-23.6584620047,24.9257292647,-10.9775594047,George W. Bush,#530bda,#a2cae3
216,-14.0711957972,61.6026532708,98.2870821427,-51.2576045588,43.85289069,-20.3678992935,-21.5189717079,10.4747936428,8.76555027654,Barack Obama,#da180b,#a3cbe3
217,16.6710274207,102.588831122,58.6620046096,-39.3718746642,51.827996755,-26.786458279,-30.6393139532,6.20780633799,2.7751383743,Barack Obama,#da180b,#a4cbe3
218,-17.7942909019,90.1849276481,72.2577973175,-43.1067443552,47.7737096445,-34.8567775316,0.185822199355,2.37715914008,31.0806908531,Barack Obama,#da180b,#a6cce4
219,-52.0678469203,93.7425014502,65.1109786004,-38.6845402101,52.190422022,-29.8028279081,-2.85126966738,43.0794331231,20.5299822962,Barack Obama,#da180b,#a7cde4
220,-7.68278892223,99.7624829013,52.490550186,-38.7811179469,49.4799346836,-28.5171618906,-5.70629600723,30.2985703412,8.16260579655,Barack Obama,#da180b,#a8cde4
221,-34.1401459607,96.3841257718,78.7074722014,-41.1567964572,57.356329359,-32.7046188926,-18.9737430173,-19.2478009152,14.400204935,Barack Obama,#da180b,#a9cee5
222,-58.3103900309,78.5677896447,89.5053768481,-44.3626868142,51.8778462625,-33.7100177585,-7.57035056408,18.604177857,10.6778477793,Barack Obama,#da180b,#aacfe5
223,-43.5359525798,53.0176477559,99.2359192572,-52.7912816274,40.6616256187,-27.3850361839,-7.21539369621,13.7800821052,15.6995178574,Barack Obama,#da180b,#aacfe5
